search_term,source_website,JobId,Company,Title,Description,job_type,experience,domain,salary,PostedDate,ApplyUrl,City,State,Country
Software Engineer,BuiltIn,2942354,JPMorganChase,Software Engineer III Java Senior Level,"As a Senior Java Software Engineer III at JPMorgan Chase, you will design and deliver technology products in a secure and scalable way, contributing to critical technology solutions. Responsibilities include software development, troubleshooting, data analysis, and system architecture. Preferred skills include AWS, Spark, Scala, and Terraform.",Hybrid,3-5 Years of Experience,Financial Services,N/A,2024-07-18,https://builtin.com/job/software-engineer-iii-java-senior-level/2942354,Houston, TX,US
Software Engineer,BuiltIn,2942189,JPMorganChase,Software Engineer III - Mobile development,"As a Software Engineer III - Mobile development at JPMorgan Chase, you will design, develop, and optimize technology with a focus on iOS platforms. Responsibilities include hands-on development, collaboration, testing, deployment, and staying updated with emerging technologies. Required qualifications include 3+ years of hands-on mobile application development experience, knowledge of various programming languages, and expertise in software development best practices.",Hybrid,3-5 Years of Experience,Financial Services,N/A,2024-07-18,https://builtin.com/job/software-engineer-iii-mobile-development/2942189,Chicago, IL,US
Software Engineer,BuiltIn,2940220,Snap Inc.,"Software Engineer, ML Infrastructure, 3+ Years of Experience","Snap Inc is looking for a Software Engineer, ML Infrastructure to leverage machine learning technologies for ranking, recommendation, and content experiences. Responsibilities include designing critical services, creating data management systems, and building scalable ML workflows.",Hybrid,3-5 Years of Experience,Artificial Intelligence • Cloud • Machine Learning • Mobile • Software • Virtual Reality • App development,129K-228K Annually,2024-07-18,https://builtin.com/job/software-engineer-ml-infrastructure-3-years-experience/2940220,Palo Alto, CA,US
Software Engineer,BuiltIn,2940219,Snap Inc.,"Software Engineer, ML Infrastructure, 3+ Years of Experience","Snap Inc is seeking a Software Engineer for ML Infrastructure to leverage machine learning technologies for ranking, recommendation, and content experiences. Responsibilities include designing, implementing, and operating critical services, building scalable machine learning workflows, and creating data management systems. The role involves collaboration across teams to deliver innovative products.",Hybrid,3-5 Years of Experience,Artificial Intelligence • Cloud • Machine Learning • Mobile • Software • Virtual Reality • App development,129K-228K Annually,2024-07-18,https://builtin.com/job/software-engineer-ml-infrastructure-3-years-experience/2940219,New York, NY,US
Software Engineer,BuiltIn,2940218,Snap Inc.,"Software Engineer, ML Infrastructure, 3+ Years of Experience","Snap Inc is looking for a Software Engineer, ML Infrastructure to leverage machine learning, information retrieval, and big data processing technologies to empower ranking, recommendation, and content experiences. Responsibilities include designing, implementing, and operating critical and scalable services, building end-to-end machine learning workflows, and creating data management systems.",Hybrid,3-5 Years of Experience,Artificial Intelligence • Cloud • Machine Learning • Mobile • Software • Virtual Reality • App development,129K-228K Annually,2024-07-18,https://builtin.com/job/software-engineer-ml-infrastructure-3-years-experience/2940218,Seattle, WA,US
Software Engineer,BuiltIn,2940217,Snap Inc.,"Software Engineer, ML Infrastructure, 3+ Years of Experience","Snap Inc. is seeking a Software Engineer, ML Infrastructure to leverage machine learning technologies for ranking, recommendation, and content experiences. Responsibilities include designing and implementing critical services, building scalable machine learning workflows, and collaborating with teams to build innovative products.",Hybrid,3-5 Years of Experience,Artificial Intelligence • Cloud • Machine Learning • Mobile • Software • Virtual Reality • App development,129K-228K Annually,2024-07-18,https://builtin.com/job/software-engineer-ml-infrastructure-3-years-experience/2940217,Los Angeles, CA,US
Software Engineer,BuiltIn,2938522,NBCUniversal,Software Engineer,"Seeking a Software Engineer to join the Legal, Privacy, and Sustainability Engineering Organization within Corporate Technology at NBCUniversal. Responsibilities include developing a Privacy Platform, implementing integration systems, RESTful services, Infrastructure as Code, and collaborating with senior engineers to ensure security and compliance standards. Qualifications include a Bachelor's degree in Computer Science or related field.","Remote, Hybrid",3-5 Years of Experience,AdTech • Cloud • Digital Media • Information Technology • News + Entertainment • App development,105K-145K Annually,2024-07-18,https://builtin.com/job/software-engineer/2938522,New York, NY,US
Software Engineer,BuiltIn,2937448,BAE Systems,Software Developer (Expert),"Experienced Software Developer to develop automation capabilities using infrastructure as code best practices. Must have experience with cloud environments, Dev Ops practices, scripting languages, and architecting solutions in cloud environments. Responsibilities include documentation, interfacing with senior management, and delivering status updates. Certifications in Java, C# and relevant vendor certifications required. Full-time position with a salary range of $140,690 - $239,140.",Hybrid,3-5 Years of Experience,Aerospace • Hardware • Information Technology • Security • Software • Cybersecurity • Defense,141K-239K Annually,2024-07-18,https://builtin.com/job/software-developer-expert/2937448,Herndon, VA,US
Software Engineer,BuiltIn,2946531,BAE Systems,Senior Software Engineer - Sign on bonus (Hybrid),"The Senior Software Engineer will be responsible for analyzing, designing, coding, and modifying complex software designs, as well as participating in system integration. The role requires proficiency in C++ and scripting languages like Python, along with experience in source code control tools and containers like Docker and Kubernetes.",Hybrid,3-5 Years of Experience,Aerospace • Hardware • Information Technology • Security • Software • Cybersecurity • Defense,92K-157K Annually,2024-07-18,https://builtin.com/job/senior-software-engineer-sign-bonus-hybrid/2946531,Hudson, NH,US
Software Engineer,BuiltIn,2937831,SoFi,Staff Software Engineer,"Join SoFi as a Staff Software Engineer to work on cutting-edge technology systems supporting the lending business. Collaborate with a team of engineers to implement new functionality, architect systems, and deliver solutions for pricing, data science, and risk analytics. Play a key role in shaping technical architecture and driving product development.",Hybrid,5-7 Years of Experience,Fintech • Mobile • Software • Financial Services,N/A,2024-07-18,https://builtin.com/job/staff-software-engineer/2937831,Helena, MT,US
Software Engineer,BuiltIn,2951305,JPMorganChase,Lead Software Engineer (Payments Technology),"Lead Software Engineer at JPMorgan Chase in the Payments Technology team, responsible for managing agile software delivery teams, delivering solutions with modern technologies, and acting as the primary interface with senior leaders and stakeholders. Required qualifications include formal training in software engineering concepts, 5+ years of experience, and expertise in developing large-scale platforms with distributed systems and cloud technologies.",Hybrid,5-7 Years of Experience,Financial Services,N/A,2024-07-19,https://builtin.com/job/lead-software-engineer-payments-technology/2951305,Tampa, FL,US
Software Engineer,BuiltIn,2945755,Verkada Inc,Embedded Software Engineer - University Graduate 2024,"Verkada is seeking software engineers to work on embedded and server-side software for their physical security platform products. Responsibilities include designing, developing, testing, and maintaining software, collaborating cross functionally, and contributing to new features. Requirements include a BS/MS in Computer Science, internship experience, and proficiency in Embedded Linux, C, and other technologies.",InPerson,1-3 Years of Experience,Cloud • Hardware • Security • Software,120K-280K Annually,2024-07-18,https://builtin.com/job/embedded-software-engineer-university-graduate-2024/2945755,San Mateo, CA,US
Software Engineer,BuiltIn,2942186,JPMorganChase,Lead Software Engineer - AWS,"Lead Software Engineer at JPMorgan Chase responsible for developing secure, high-quality production code, leading evaluation sessions, driving awareness of new technologies, and promoting diversity and inclusion within the team.",Hybrid,5-7 Years of Experience,Financial Services,N/A,2024-07-18,https://builtin.com/job/lead-software-engineer-aws/2942186,Fort Worth, TX,US
Software Engineer,BuiltIn,2937533,The Walt Disney Company,"Lead Software Engineer, Frontend","Lead Software Engineer responsible for leading projects, scoping product requirements, writing and maintaining code, and providing technical guidance to engineering teams. Key contributor to project needs and team practices, mentoring senior developers, and driving code quality and documentation standards.",Hybrid,7+ Years of Experience,AdTech • Digital Media • News + Entertainment,149K-219K Annually,2024-07-18,https://builtin.com/job/lead-software-engineer-frontend/2937533,Santa Monica, CA,US
Software Engineer,BuiltIn,2937886,NBCUniversal,Staff Software Engineer (Generative AI),"Seeking a Staff Software Engineer to lead the development of innovative systems and solutions using emerging technologies. Responsibilities include designing APIs, maintaining databases, upholding code quality, collaborating with multidisciplinary teams, and deploying to cloud platforms.","Remote, Hybrid",5-7 Years of Experience,AdTech • Cloud • Digital Media • Information Technology • News + Entertainment • App development,130K-170K Annually,2024-07-18,https://builtin.com/job/staff-software-engineer-generative-ai/2937886,New York, NY,US
Software Engineer,BuiltIn,2942201,JPMorganChase,"Lead Software Engineer - Python, AWS, PySpark","Lead Software Engineer at JPMorgan Chase within the Corporate Technology space, responsible for developing secure high-quality production code, leading evaluation sessions, driving awareness of new technologies, and contributing to team culture.",Hybrid,5-7 Years of Experience,Financial Services,N/A,2024-07-18,https://builtin.com/job/lead-software-engineer-python-aws-pyspark/2942201,Fort Worth, TX,US
Software Engineer,BuiltIn,2937477,BAE Systems,Senior Principal Software Engineer,"Seeking a Senior Principal Software Engineer to support the Compass Call tactical electronic attack program. Responsibilities include development, integration, and collaboration with a diverse team to plan tactical details for aircraft missions. Must have strong communication and problem-solving skills.",Hybrid,7+ Years of Experience,Aerospace • Hardware • Information Technology • Security • Software • Cybersecurity • Defense,127K-215K Annually,2024-07-18,https://builtin.com/job/senior-principal-software-engineer/2937477,Hudson, NH,US
Software Engineer,BuiltIn,2937473,BAE Systems,Senior Software Engineer (Onsite),"BAE Systems is seeking a Senior Software Engineer to join their development team in Rome, New York. This role involves software design, code, and testing of new features on a cyber-platform. Candidates must have at least 4-6 years of software development experience, the ability to obtain TS/SCI clearance, and proficiency in modern software development practices and technologies. Preferred skills include Safe Agile, Continuous Integration, DevSecOps, and more. This is a full-time onsite position with a competitive salary and comprehensive employee benefits package.",Hybrid,5-7 Years of Experience,Aerospace • Hardware • Information Technology • Security • Software • Cybersecurity • Defense,78K-133K Annually,2024-07-18,https://builtin.com/job/senior-software-engineer-onsite/2937473,Rome, NY,US
Software Engineer,BuiltIn,2946382,Enova,Senior Software Engineer - Platform Accounting (Hybrid),"As a Senior Software Engineer, you will play a crucial role in developing and maintaining next-generation in-house developed accounting applications. You will collaborate with cross-functional teams to deliver new functionality, write clean and efficient code, develop test automation, and continuously improve accounting platforms.",InPerson,3-5 Years of Experience,Fintech • Information Technology • Machine Learning • Software • Analytics • Financial Services,N/A,2024-07-18,https://builtin.com/job/senior-software-engineer-platform-accounting-hybrid/2946382,Chicago, IL,US
Software Engineer,BuiltIn,2946517,BAE Systems,Senior Software Engineer,"Seeking a mid-career, experienced Software Engineer to develop high-quality, real-time embedded software for cutting-edge electronic platforms. Responsibilities include integration of software and hardware, development of object-oriented applications, testing, and software design.",Hybrid,3-5 Years of Experience,Aerospace • Hardware • Information Technology • Security • Software • Cybersecurity • Defense,86K-147K Annually,2024-07-18,https://builtin.com/job/senior-software-engineer/2946517,Hudson, NH,US
Software Engineer,BuiltIn,2951233,Clay,"Senior Software Engineer, Outbound","Senior Software Engineer role at Clay, focused on creating the best end-end outbound prospecting experience. Responsible for designing and shipping core features, collaborating with the team, and taking ownership of projects.",InPerson,3-5 Years of Experience,Consumer Web • Productivity,N/A,2024-07-19,https://builtin.com/job/senior-software-engineer-outbound/2951233,New York, NY,US
Software Engineer,BuiltIn,2942398,JPMorganChase,Lead Software Engineer (Connected Commerce),"Lead Software Engineer role at JPMorgan Chase within the Connected Commerce team. Responsible for designing and developing secure high-quality production code, leading evaluation sessions, driving technology adoption, and promoting diversity and inclusion. Requires 5+ years of experience in software engineering with expertise in Java, REST, microservices, and various technology delivery concepts.",Hybrid,5-7 Years of Experience,Financial Services,N/A,2024-07-18,https://builtin.com/job/lead-software-engineer-connected-commerce/2942398,Wilmington, DE,US
Software Engineer,BuiltIn,2950352,Google,"Software Engineer III, Google Cloud Application Modernization","Google is looking for a Software Engineer III to work on next-generation technologies at massive scale. Responsibilities include software development, system design, and project management.",InPerson,1-3 Years of Experience,AdTech • Software • Quantum Computing • Metaverse,136K-200K Annually,2024-07-19,https://builtin.com/job/software-engineer-iii-google-cloud-application-modernization/2950352,San Francisco, CA,US
Software Engineer,BuiltIn,2948779,"Schrödinger, Inc.","Senior Software Developer, Infrastructure","Seeking a Senior Software Developer to improve and maintain enterprise products, focusing on development, automation, and troubleshooting infrastructure-related issues. Requires over five years of experience in development, infrastructure, and/or systems administration, familiarity with Python, Docker, and Kubernetes.",Hybrid,7+ Years of Experience,Artificial Intelligence • Big Data • Healthtech • Machine Learning • Software • Biotech • Pharmaceutical,140K-210K Annually,2024-07-19,https://builtin.com/job/senior-software-developer-infrastructure/2948779,New York, NY,US
Software Engineer,BuiltIn,2950287,Erias Ventures,"Enterprise - Software Engineer - Python, Java, React","The Software Engineer at Erias Ventures develops, maintains, and enhances complex and diverse software systems based on documented requirements. They work individually or as part of a team, review and test software components, resolve software problem reports, and provide specific input to software design. Responsibilities also include analyzing user requirements, debugging existing software, designing and coding new software, integrating existing software, and developing databases and data queries.",InPerson,3-5 Years of Experience,Software • Analytics • Cybersecurity • Design,N/A,2024-07-19,https://builtin.com/job/enterprise-software-engineer-python-java-react/2950287,Annapolis, MD,US
Software Engineer,BuiltIn,2945556,Precisionxtract,Software Engineer II,"The Software Engineer II is responsible for developing and maintaining information systems, interacting with client teams, providing estimations, implementing software changes, learning company products, and working on client projects with minimal oversight.",InPerson,5-7 Years of Experience,Pharmaceutical,88K-123K Annually,2024-07-18,https://builtin.com/job/software-engineer-ii/2945556,Indianapolis, IN,US
Software Engineer,BuiltIn,2948340,Microstrategy,Software Engineer,"Work within an agile development team to design, develop, test, and debug software components and products. Participate in the entire feature development life cycle and collaborate with teams. Telecommuting option available with some travel to the office required.",InPerson,3-5 Years of Experience,Analytics • Business Intelligence,N/A,2024-07-18,https://builtin.com/job/software-engineer/2948340,Tyson's Corner, VA,US
Software Engineer,BuiltIn,2946521,BAE Systems,Principal Software Engineer,"Join a diverse group of professionals designing products for military capabilities and national security. Develop software for tactical electronic attack programs in a collaborative environment. Work on Project Planning, Requirements Development, Design, Integration, and Testing phases. Opportunity to learn and grow as an emerging leader in engineering.",Hybrid,5-7 Years of Experience,Aerospace • Hardware • Information Technology • Security • Software • Cybersecurity • Defense,112K-191K Annually,2024-07-18,https://builtin.com/job/principal-software-engineer/2946521,Hudson, NH,US
Software Engineer,BuiltIn,2943481,Precision Medicine Group,Software Engineer II,"The Software Engineer II is responsible for developing and maintaining information systems, interacting with client teams, implementing software changes, and learning about the company's products and services with minimal oversight.",InPerson,5-7 Years of Experience,Healthtech • Pharmaceutical,88K-123K Annually,2024-07-18,https://builtin.com/job/software-engineer-ii/2943481,Indianapolis, IN,US
Software Engineer,BuiltIn,2949455,Leidos,Software Engineer Junior,"Leidos is hiring a Software Engineer to work on a Government-Contractor team supporting a geospatially accurate Common Operating Picture toolset for military operations. Responsibilities include software design, development, testing strategies, and advanced networking. Requires Bachelor's Degree with 2 years of experience or Master's Degree with 0 years of experience. Security clearance required. Pay range: $65,000.00 - $117,500.00",InPerson,1-3 Years of Experience,Information Technology • Software,65K-118K Annually,2024-07-19,https://builtin.com/job/software-engineer-junior/2949455,Alexandria, VA,US
Software Engineer,BuiltIn,2949897,L3Harris Technologies,"Software Engineer Level E (Colorado Springs, CO)",Develop software for real-time control of advanced tactical radio equipment. Conduct testing and documentation. Collaborate with engineering team. Utilize various programming languages on different platforms.,InPerson,1-3 Years of Experience,Aerospace • Security • Cybersecurity,N/A,2024-07-19,https://builtin.com/job/software-engineer-level-e-colorado-springs-co/2949897,Colorado Springs, CO,US
Software Engineer,BuiltIn,2941408,Peloton,Sr. Software Engineer,"Senior Software Engineer at Peloton focusing on building highly available and performant systems for the e-commerce platform, specifically on subscriptions and billing. Responsibilities include developing UIs, APIs, guiding technical strategy, writing testable code, leading architecture meetings, and mentoring other engineers on tech stack skills.",InPerson,7+ Years of Experience,Fitness • Hardware • Healthtech • Retail • Software,172K-224K Annually,2024-07-18,https://builtin.com/job/sr-software-engineer/2941408,New York, NY,US
Software Engineer,BuiltIn,2937968,eBay,Software Engineer 2,"Join eBay as a Software Engineer 2 in San Jose, CA. Collaborate with product and design teams to build reliable software systems and applications, ensure high availability and performance, develop and maintain data pipelines, and monitor domain ecosystems for health and reliability. Opportunity to work on innovative projects to create economic opportunities for all.",InPerson,1-3 Years of Experience,eCommerce • Retail,135K-177K Annually,2024-07-18,https://builtin.com/job/software-engineer-2/2937968,San Jose, CA,US
Software Engineer,BuiltIn,2941571,Lyft,"Software Engineer, Pricing","Lyft is seeking an expert software engineer to join the Marketplace team responsible for the platform that powers the ride experience. Responsibilities include establishing roadmaps, writing well-tested code, leading projects, and collaborating with cross-functional teams. Required experience includes 5+ years in software engineering, object-oriented programming, distributed systems, and database management.",InPerson,5-7 Years of Experience,Transportation,124K-155K Annually,2024-07-18,https://builtin.com/job/software-engineer-pricing/2941571,San Francisco, CA,US
Software Engineer,BuiltIn,2948829,C.H. Robinson,Software Engineer III,"Seeking a Software Engineer III at C.H. Robinson to deliver key technical features, design solutions, collaborate with team members, and drive innovation in global logistics.",InPerson,3-5 Years of Experience,Logistics • Transportation • 3PL: Third Party Logistics,N/A,2024-07-19,https://builtin.com/job/software-engineer-iii/2948829,Eden Prairie, MN,US
Software Engineer,BuiltIn,2940663,Google,"Software Engineer III, Labs","Google is looking for a Software Engineer III to work on next-generation technologies with a focus on information retrieval, distributed computing, and large-scale systems. Responsibilities include writing code, leading design reviews, and testing software solutions. The role offers a base salary range of $136,000-$200,000 with additional benefits and equity.",InPerson,1-3 Years of Experience,AdTech • Software • Quantum Computing • Metaverse,136K-200K Annually,2024-07-18,https://builtin.com/job/software-engineer-iii-labs/2940663,New York, NY,US
Software Engineer,BuiltIn,2948828,C.H. Robinson,Software Engineer II,"Software Engineer II position at C.H. Robinson, responsible for delivering key technical features, designing solutions, collaborating with product managers, and maintaining software quality and security. Required qualifications include 3+ years of Enterprise Application Development experience, knowledge of server software and REST APIs, experience in automation tools and microservices, and a growth mindset. Preferred qualifications include expertise in cloud native applications, web UI development, and a degree in Computer Science or related field.",InPerson,3-5 Years of Experience,Logistics • Transportation • 3PL: Third Party Logistics,N/A,2024-07-19,https://builtin.com/job/software-engineer-ii/2948828,Eden Prairie, MN,US
Software Engineer,BuiltIn,2938498,Element 84,Software Engineer - Federal Geospatial (remote),"A software engineer is needed to support federal geospatial clients in processing, distributing, and visualizing geospatial data in the Cloud for projects with NASA, NOAA, and USGS. Responsibilities include participating in the software development lifecycle, code reviews, technology enhancement, and owning features.",Remote,5-7 Years of Experience,Information Technology • Software,95K-137K Annually,2024-07-18,https://builtin.com/job/software-engineer-federal-geospatial-remote/2938498,Alexandria, VA,US
Software Engineer,BuiltIn,2938793,Captivation Software,Software Engineer 2 (Hybrid) - C++/Python/Docker,"Captivation Software is seeking a mid-level software engineer to assist with daily responsibilities on the program. The ideal candidate should have experience with C++, Python, API design, software libraries, Docker, and CI/CD tools.",InPerson,1-3 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-2-hybrid-cpythondocker/2938793,Annapolis, MD,US
Software Engineer,BuiltIn,2949887,L3Harris Technologies,"Software Engineer Level D (Palm Bay, FL)","Develop software for real-time control of tactical radio equipment, conduct testing, participate in peer reviews, and utilize various software languages and operating systems.",InPerson,1-3 Years of Experience,Aerospace • Security • Cybersecurity,N/A,2024-07-19,https://builtin.com/job/software-engineer-level-d-palm-bay-fl/2949887,Palm Bay, FL,US
Software Engineer,BuiltIn,2937535,The Walt Disney Company,Sr Software Engineer,"Develop and maintain proprietary Disney software, primarily focused on real-time embedded systems. Collaborate with multidisciplinary teams, troubleshoot and diagnose software issues, prioritize tasks, and ensure high performance standards. Responsible for safety, reliability, and performance of attraction systems.",Hybrid,5-7 Years of Experience,AdTech • Digital Media • News + Entertainment,N/A,2024-07-18,https://builtin.com/job/sr-software-engineer/2937535,Sacramento, CA,US
Software Engineer,BuiltIn,2949029,ServiceNow,Senior Staff Software Engineer,"Build high-quality, clean, scalable, and reusable code by enforcing best practices around software engineering architecture and processes. Work with product owners to understand detailed requirements, design, implement, and deliver high-quality products. Mentor colleagues and contribute to the design and implementation of new products and features.",Hybrid,7+ Years of Experience,Artificial Intelligence • Cloud • HR Tech • Information Technology • Productivity • Software • Automation,163K-285K Annually,2024-07-19,https://builtin.com/job/senior-staff-software-engineer/2949029,San Diego, CA,US
Software Engineer,BuiltIn,2938467,Raft,Associate Software Engineer,"As an Associate Software Engineer at Raft, you will work on building foundational software skills and contributing to various components of the infrastructure. You will collaborate with senior team members to enhance your professional growth. The position requires a Bachelor's degree in computer science or a related field, hands-on experience with programming languages, and familiarity with agile methodologies.",InPerson,1-3 Years of Experience,Artificial Intelligence • Big Data • Cloud • Cybersecurity • Defense,70K-110K Annually,2024-07-18,https://builtin.com/job/associate-software-engineer/2938467,Colorado Springs, CO,US
Software Engineer,BuiltIn,2938810,Captivation Software,Software Engineer 2 - AWS/Java,Captivation Software is seeking a mid-level Software Engineer to assist with daily responsibilities on the program. The ideal candidate must have a Top Secret/SCI U.S. Government security clearance and 14 years of relevant experience.,InPerson,1-3 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-2-awsjava/2938810,Annapolis, MD,US
Software Engineer,BuiltIn,2938786,Captivation Software,Software Engineer 3 - Linux/Bash/Python/Java/Spring/SQL,"Captivation Software is seeking a senior level Software Engineer responsible for developing and troubleshooting GHOSTGEM's software suite. The role involves implementation, testing, and integration with other products and libraries. Must have a Top Secret/SCI U.S. Government security clearance.",InPerson,3-5 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-3-linuxbashpythonjavaspringsql/2938786,Annapolis, MD,US
Software Engineer,BuiltIn,2938795,Captivation Software,Software Engineer 1,"Captivation Software is seeking a mid-level software engineer to assist with projects in the intelligence community. The ideal candidate must have a Top Secret/SCI U.S. Government security clearance and proficiency in Java, Python, C, or C++.",InPerson,1-3 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-1/2938795,Annapolis, MD,US
Software Engineer,BuiltIn,2940961,NICE Ltd (Do Not Use),"Mid-Level Software Engineer (PHP, AWS)","The Software Engineer develops tests and maintains the CX software platform. Key responsibilities include design and development of products and features, unit testing, code reviews, and supporting the production environment.",InPerson,3-5 Years of Experience,Cloud • Software,N/A,2024-07-18,https://builtin.com/job/mid-level-software-engineer-php-aws/2940961,Sandy, UT,US
Software Engineer,BuiltIn,2951232,Clay,"Senior Software Engineer, Growth","Design and ship core features, collaborate with the team, take ownership of projects, and bring high-quality software engineering skills to contribute to a growth-focused team at Clay.",InPerson,3-5 Years of Experience,Consumer Web • Productivity,N/A,2024-07-19,https://builtin.com/job/senior-software-engineer-growth/2951232,New York, NY,US
Software Engineer,BuiltIn,2951071,Ekotrope,Senior Software Engineer,"Join Ekotrope as a Senior Software Engineer to improve infrastructure and internal processes for developer effectiveness. Mentor and collaborate with other engineers to enhance applications and systems. Utilize expertise in server and cloud configuration to optimize team and systems. Work in a hybrid model in Boston, MA.","Remote, Hybrid",5-7 Years of Experience,Cloud • Greentech • Information Technology • Software • Energy,N/A,2024-07-19,https://builtin.com/job/senior-software-engineer/2951071,Boston, MA,US
Software Engineer,BuiltIn,2938787,Captivation Software,Software Engineer 2,"Captivation Software is seeking a mid-level software engineer to assist in developing projects for the intelligence community. Candidates must hold a Top Secret/SCI clearance and have 14 years of software engineering experience. Required skills include Java, Python, C, and C++. This is a direct hire position with competitive benefits and a salary range of $130,000 to $270,000 per year.",InPerson,1-3 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-2/2938787,Annapolis, MD,US
Software Engineer,BuiltIn,2937971,Capital One,"Senior Software Engineer, Back End (Bank Tech)","Collaborate with Agile teams to design, develop, test, and support technical solutions using full-stack development tools and technologies. Stay updated with tech trends, experiment with new technologies, and mentor team members. Deliver cloud-based solutions to enhance customer experiences.",Hybrid,5-7 Years of Experience,Fintech • Machine Learning • Payments • Software • Financial Services,N/A,2024-07-18,https://builtin.com/job/senior-software-engineer-back-end-bank-tech/2937971,Wilmington, DE,US
Software Engineer,BuiltIn,2950245,CSI,SOFTWARE ENGINEER II,"Software Engineer II responsible for coding, testing, and debugging programs in a high-level technological environment. Works independently on software development phases, provides mentorship, and troubleshoots production incidents. Requires a minimum of three years of experience in relevant technical fields with advanced skills in .NET, C#, SQL, and COBOL.",InPerson,3-5 Years of Experience,Information Technology,N/A,2024-07-19,https://builtin.com/job/software-engineer-ii/2950245,Lincoln, NE,US
Software Engineer,BuiltIn,2937626,JPMorganChase,Lead Software Engineer - Java/AWS,"Lead Software Engineer role at JPMorgan Chase within the Consumer Community Banking, Operations Technology team. Responsible for designing, developing, and troubleshooting software solutions using Java and AWS technologies. Must have 5+ years of practical experience in software engineering and proficiency in the Software Development Life Cycle.",Hybrid,5-7 Years of Experience,Financial Services,N/A,2024-07-18,https://builtin.com/job/lead-software-engineer-javaaws/2937626,Wilmington, DE,US
Software Engineer,BuiltIn,2939995,L3Harris Technologies,"Software Engineer Level D (Clifton, NJ)","Develop software for real-time control of advanced tactical radio equipment, engage in the software development life cycle, utilize various software languages on multiple platforms, and participate in peer reviews and defect tracking.",InPerson,1-3 Years of Experience,Aerospace • Security • Cybersecurity,N/A,2024-07-18,https://builtin.com/job/software-engineer-level-c-clifton-nj-1-1-1/2939995,Clifton, NJ,US
Software Engineer,BuiltIn,2937934,GE Healthcare,Software Engineer,"Develop custom software for healthcare imaging components, manage local database servers, automate data transfer, and execute software testing in a medical manufacturing environment.",InPerson,1-3 Years of Experience,Artificial Intelligence • Healthtech • Analytics • Biotech,N/A,2024-07-18,https://builtin.com/job/software-engineer/2937934,Waukesha, WI,US
Software Engineer,BuiltIn,2938235,Cash App,Senior Software Engineer - Access,"As a Senior Software Engineer on Trust Access at Cash App, design, build, and operate APIs and services for authentication and authorization, collaborate with product management to lead the development of new experiences, mentor team members, and contribute to the tech community.","Remote, Hybrid",5-7 Years of Experience,Blockchain • Fintech • Mobile • Payments • Software • Financial Services,139K-245K Annually,2024-07-18,https://builtin.com/job/senior-software-engineer-access/2938235,New York, NY,US
Software Engineer,BuiltIn,2938155,Interclypse,GraphMT Software Engineer,"The Software Engineer at Interclypse will design, develop, test, deploy, and maintain complex software systems based on requirements. Responsibilities include working on processing intensive analytics, novel algorithm development, and real-time systems. The ideal candidate will design and implement new core functions for GraphMT platform, improve resource allocation, support discovery of instances, implement new data structures and algorithms, and integrate parallel I/O.",InPerson,3-5 Years of Experience,Hardware • Information Technology • Software • Consulting,N/A,2024-07-18,https://builtin.com/job/graphmt-software-engineer/2938155,San Antonio, TX,US
Software Engineer,BuiltIn,2938192,Interclypse,GraphMT Software Engineer,"The Software Engineer at Interclypse will design, develop, test, deploy, and maintain complex software systems, with a focus on GraphMT, a computing platform for decentralized memory graph analysis. The ideal candidate will improve resource allocation, enhance performance, implement new core functions, and integrate support for parallel I/O. They must have a Bachelor's degree in Computer Science, five years of relevant experience, and proficiency in C, C++, Python, Ruby, Perl, and JavaScript.",InPerson,3-5 Years of Experience,Hardware • Information Technology • Software • Consulting,N/A,2024-07-18,https://builtin.com/job/graphmt-software-engineer/2938192,Annapolis, MD,US
Software Engineer,BuiltIn,2938812,Captivation Software,Software Engineer 2 - Java/Spring Boot/Docker/AWS/ElasticSearch/Git/DevOps,"Captivation Software is seeking a mid-level Software Engineer to be responsible for Full-Stack development, operational sustainment, and new function development. The candidate must have a Top Secret/SCI U.S. Government security clearance and at least 14 years of software engineering experience.",InPerson,1-3 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-2-javaspring-bootdockerawselasticsearchgitdevops/2938812,Annapolis, MD,US
Software Engineer,BuiltIn,2938594,Lockheed Martin,Software Engineer,"Join Lockheed Martin Space as a Software Engineer within the Echo Program Area. Work on protecting space assets, integrate custom software framework with industry tools, collaborate in Agile teams, and maintain operational systems. Opportunity to work on the full engineering life cycle and support a critical space security mission.",InPerson,3-5 Years of Experience,Aerospace • Security • Cybersecurity • Industrial,71K-153K Annually,2024-07-18,https://builtin.com/job/software-engineer/2938594,King of Prussia, PA,US
